height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,outcome
?,69.0,2622.0,1.816,?,?,?,?,2201.0,292.0,1
10.0,16.0,160.0,1.6,?,?,2.14,60.0,?,28.0,1
6.0,?,?,?,0.352,0.87,?,?,47.0,12.0,1
?,?,65.0,65.0,?,?,3.0,?,65.0,14.0,0
6.0,?,72.0,2.0,?,?,?,27.0,?,18.0,1
?,20.0,?,2.0,0.385,?,2.14,?,?,36.0,1
?,37.0,?,4.111000000000001,0.4529999999999999,0.964,?,?,321.0,?,1
?,?,?,11.833,?,0.759,?,575.0,?,189.0,1
?,?,7.0,0.143,?,?,?,?,7.0,?,0
4.0,?,188.0,?,?,0.7390000000000001,2.33,?,?,24.0,1
9.0,?,4581.0,56.556,0.096,?,?,439.0,?,?,1
?,?,?,5.714,?,?,1.28,64.0,192.0,50.0,1
8.0,?,112.0,?,?,0.7859999999999999,1.88,47.0,88.0,?,1
?,?,?,?,0.381,0.7709999999999999,?,120.0,243.0,?,1
1.0,18.0,18.0,18.0,?,1.0,?,7.0,?,?,1
25.0,?,4675.0,?,0.486,?,?,?,4390.0,?,1
?,?,1188.0,14.667,?,?,1.34,?,823.0,149.0,1
?,87.0,783.0,?,0.444,0.962,?,?,?,147.0,1
?,12.0,72.0,2.0,?,1.0,?,23.0,?,15.0,1
2.0,176.0,352.0,?,0.528,0.605,31.0,?,213.0,?,0
?,?,?,?,?,0.556,?,?,100.0,20.0,1
?,?,2688.0,13.714,0.2339999999999999,?,2.28,628.0,1584.0,275.0,1
?,?,1920.0,30.0,0.1939999999999999,0.515,1.34,373.0,?,279.0,1
8.0,67.0,?,?,0.392,?,2.31,?,?,91.0,1
?,?,?,13.8,?,0.632,1.51,86.0,?,57.0,1
?,99.0,1089.0,9.0,?,?,2.14,?,654.0,117.0,1
1.0,?,206.0,?,0.99,?,?,204.0,206.0,1.0,0
9.0,81.0,?,?,?,0.542,?,136.0,?,91.0,1
8.0,37.0,?,4.625,0.3339999999999999,?,1.87,99.0,246.0,?,1
?,18.0,126.0,2.571,0.357,0.865,?,45.0,?,?,1
?,?,2710.0,?,?,0.7040000000000001,?,675.0,1908.0,358.0,1
?,?,390.0,3.9,0.344,?,2.79,134.0,230.0,48.0,1
?,?,329.0,?,?,0.289,?,?,?,9.0,0
?,4.0,28.0,?,?,?,?,?,28.0,3.0,1
13.0,38.0,?,2.923,0.332,0.935,4.0,164.0,462.0,41.0,1
?,114.0,?,16.285999999999998,0.253,0.741,1.77,?,?,?,1
87.0,116.0,10092.0,1.3330000000000002,0.406,?,?,4093.0,4194.0,?,1
11.0,?,?,?,?,?,2.83,868.0,1928.0,?,1
6.0,29.0,?,4.833,?,0.799,?,58.0,139.0,38.0,1
8.0,19.0,?,2.375,?,0.7240000000000001,?,?,?,30.0,1
5.0,?,?,?,?,?,1.55,?,48.0,11.0,1
?,?,?,6.375,0.306,?,?,125.0,260.0,64.0,1
7.0,8.0,56.0,?,?,0.964,?,21.0,54.0,?,1
10.0,?,?,1.6,0.425,0.794,7.56,?,127.0,?,1
?,42.0,?,?,0.344,0.931,2.13,130.0,?,61.0,1
7.0,?,434.0,8.857000000000001,?,?,?,170.0,378.0,?,1
1.0,?,278.0,278.0,?,?,29.22,263.0,278.0,?,0
?,?,?,27.143,?,0.847,?,390.0,1126.0,218.0,1
8.0,107.0,?,?,0.384,0.86,2.12,?,?,?,1
?,4.0,?,?,0.25,0.857,?,7.0,?,?,1
?,?,918.0,11.333,0.166,0.56,1.58,?,?,96.0,1
10.0,?,210.0,?,?,?,1.91,63.0,170.0,?,1
5.0,?,?,?,0.341,0.639,?,?,?,78.0,1
8.0,44.0,?,5.5,?,?,2.95,?,?,?,1
10.0,?,660.0,6.6,?,?,?,214.0,?,95.0,1
?,184.0,2024.0,?,?,0.884,4.6,979.0,1789.0,?,1
?,511.0,?,51.1,0.141,?,?,721.0,?,532.0,1
?,?,264.0,?,0.424,?,2.24,112.0,229.0,?,1
13.0,498.0,?,38.308,?,?,?,1820.0,?,799.0,1
8.0,19.0,?,2.375,0.395,0.7040000000000001,1.94,60.0,107.0,?,1
13.0,?,?,?,?,0.5820000000000001,2.23,1421.0,?,637.0,1
7.0,6.0,?,0.857,0.5,?,?,?,42.0,?,1
8.0,14.0,112.0,?,0.3389999999999999,0.884,1.73,38.0,?,22.0,1
212.0,?,?,?,0.052,?,11.84,5066.0,?,428.0,0
9.0,?,2403.0,29.667,0.1639999999999999,?,1.28,?,1754.0,?,1
10.0,?,1740.0,?,0.278,?,?,?,?,239.0,1
?,?,175.0,3.571,?,?,2.26,?,129.0,?,1
?,?,272.0,4.25,0.419,?,2.0,?,?,?,1
?,17.0,?,4.25,?,?,?,13.0,44.0,?,1
?,21.0,126.0,3.5,0.238,0.738,1.58,?,93.0,?,1
10.0,327.0,3270.0,?,?,?,?,1239.0,2508.0,450.0,1
?,52.0,?,10.4,?,0.542,1.35,54.0,141.0,?,1
7.0,71.0,?,10.143,0.231,?,1.37,?,?,84.0,1
9.0,?,?,?,?,0.5,?,?,?,26.0,1
?,32.0,?,4.0,0.367,0.688,2.47,94.0,?,?,1
9.0,47.0,?,5.222,0.385,?,?,?,388.0,65.0,1
12.0,117.0,1404.0,?,0.22,0.6729999999999999,1.68,309.0,945.0,184.0,1
11.0,?,?,0.727,0.727,?,10.67,64.0,?,?,1
7.0,57.0,?,?,?,?,1.47,?,380.0,87.0,1
10.0,?,2050.0,?,0.381,?,3.04,?,?,?,1
7.0,?,?,5.0,0.494,1.0,?,?,245.0,?,1
7.0,6.0,?,0.857,?,?,?,?,?,?,1
5.0,?,?,7.8,0.395,?,3.67,?,?,21.0,1
?,?,1298.0,?,?,0.742,?,596.0,963.0,124.0,1
?,150.0,?,15.0,0.252,0.585,?,?,878.0,183.0,1
?,?,?,19.64,?,?,7.21,5572.0,11502.0,773.0,1
?,?,528.0,?,?,0.742,?,155.0,392.0,67.0,1
?,34.0,306.0,?,?,?,?,116.0,294.0,68.0,1
8.0,?,936.0,14.625,?,?,?,?,653.0,130.0,1
?,?,70.0,?,?,?,1.25,20.0,?,16.0,1
9.0,84.0,?,9.333,?,0.7909999999999999,1.83,218.0,?,119.0,1
?,136.0,?,10.462,?,?,4.58,733.0,1375.0,160.0,1
11.0,?,319.0,2.636,0.298,0.752,2.21,?,240.0,?,1
8.0,?,112.0,1.75,0.411,0.991,2.56,46.0,?,18.0,1
?,?,?,7.727,0.268,?,?,?,843.0,?,1
8.0,?,1848.0,28.875,0.21,0.5429999999999999,1.65,?,1003.0,?,1
?,21.0,147.0,3.0,?,?,1.46,38.0,123.0,?,1
?,?,567.0,?,0.298,?,2.01,169.0,?,?,1
?,67.0,603.0,7.444,?,0.823,?,?,496.0,75.0,1
?,184.0,4784.0,7.077000000000001,?,?,16.88,?,?,219.0,1
?,?,?,17.570999999999998,0.139,?,?,120.0,580.0,?,1
?,?,217.0,?,0.286,0.6729999999999999,1.55,?,146.0,40.0,1
8.0,8.0,64.0,?,0.4379999999999999,1.0,2.33,28.0,64.0,?,1
?,1.0,?,0.143,?,?,7.0,7.0,?,?,0
?,?,485.0,?,?,0.831,?,162.0,?,82.0,1
?,?,96.0,?,0.198,?,2.38,?,?,8.0,1
?,?,?,29.692,0.286,?,2.19,1437.0,?,?,1
11.0,9.0,99.0,0.818,?,?,?,?,68.0,?,1
?,45.0,45.0,?,?,1.0,1.13,9.0,?,?,1
9.0,?,?,20.444000000000003,?,0.659,?,341.0,1091.0,251.0,1
10.0,12.0,?,?,0.3329999999999999,0.867,1.82,40.0,104.0,?,1
3.0,?,912.0,?,0.555,0.6859999999999999,?,?,626.0,12.0,0
?,243.0,?,15.188,0.3939999999999999,0.7090000000000001,?,1530.0,2756.0,278.0,1
10.0,33.0,330.0,3.3,0.3939999999999999,?,?,130.0,?,40.0,1
?,22.0,374.0,?,?,0.406,?,120.0,152.0,14.0,1
8.0,?,224.0,3.5,0.442,?,2.48,99.0,?,40.0,1
8.0,?,664.0,10.375,0.325,0.908,?,216.0,603.0,?,1
?,?,147.0,?,0.306,0.741,1.67,45.0,?,?,1
9.0,?,270.0,3.333,0.285,0.6,?,?,?,?,1
?,59.0,?,?,?,0.8290000000000001,?,?,?,82.0,1
?,?,369.0,4.556,?,?,?,90.0,?,68.0,1
7.0,38.0,266.0,5.428999999999999,?,?,1.32,66.0,254.0,50.0,1
?,?,?,2.3,?,0.8909999999999999,?,?,?,?,1
8.0,?,72.0,1.125,?,0.958,2.07,31.0,69.0,?,1
?,40.0,?,5.0,0.456,0.997,?,?,?,54.0,1
?,30.0,480.0,1.875,?,?,?,?,226.0,?,0
?,35.0,280.0,?,?,?,?,?,279.0,58.0,1
?,?,81.0,1.0,?,?,?,?,71.0,10.0,1
?,?,?,30.125,?,0.498,?,230.0,?,182.0,1
1.0,?,187.0,187.0,0.963,1.0,25.71,?,187.0,7.0,0
12.0,?,96.0,?,?,0.969,?,?,93.0,10.0,1
10.0,154.0,?,15.4,0.342,0.664,2.55,527.0,?,207.0,1
6.0,?,606.0,16.833,?,?,1.93,249.0,531.0,129.0,1
?,?,600.0,4.167,0.345,0.627,2.72,207.0,376.0,76.0,1
?,?,?,?,?,0.947,2.13,?,699.0,?,1
?,96.0,672.0,?,0.271,?,?,?,?,?,1
10.0,?,190.0,1.9,0.363,?,2.46,?,?,?,1
?,110.0,1870.0,6.471,?,0.603,1.46,328.0,?,?,1
9.0,81.0,?,9.0,0.348,?,2.21,254.0,?,115.0,1
13.0,?,?,?,0.2789999999999999,?,?,?,992.0,183.0,1
8.0,?,?,10.25,?,?,2.78,270.0,527.0,97.0,1
1.0,?,14.0,?,1.0,?,?,14.0,?,?,0
?,56.0,504.0,?,?,0.617,?,?,311.0,80.0,1
9.0,?,1665.0,?,0.386,?,2.83,?,?,?,1
?,16.0,112.0,?,0.42,0.768,?,?,86.0,?,1
?,?,2024.0,16.727,?,?,4.41,931.0,?,211.0,1
8.0,?,112.0,?,0.429,?,?,48.0,?,?,1
?,1.0,13.0,0.077,1.0,?,?,?,?,?,0
12.0,69.0,828.0,?,0.407,0.833,3.15,337.0,?,?,1
?,?,?,6.143,?,0.8009999999999999,?,96.0,?,68.0,1
?,?,2710.0,27.1,0.267,0.698,1.96,?,1892.0,?,1
1.0,277.0,277.0,277.0,?,1.0,277.0,?,?,?,0
?,?,2814.0,14.357,?,?,?,1050.0,1804.0,?,1
?,15.0,120.0,?,?,0.8079999999999999,?,35.0,?,?,1
8.0,32.0,?,?,0.395,?,2.1,101.0,?,?,1
?,?,?,2.6,?,0.938,1.48,?,?,21.0,1
10.0,31.0,?,3.1,0.284,?,1.69,88.0,259.0,?,1
?,150.0,?,18.75,?,0.594,1.23,189.0,?,?,1
?,271.0,?,24.636,?,?,1.52,?,1872.0,388.0,1
8.0,?,744.0,11.625,?,0.835,?,?,?,?,1
9.0,?,?,9.111,0.309,?,?,?,574.0,118.0,1
7.0,?,252.0,5.143,?,?,2.51,143.0,?,57.0,1
16.0,12.0,?,0.75,?,?,7.21,?,?,?,1
8.0,?,?,?,0.115,?,?,183.0,915.0,155.0,1
?,11.0,77.0,1.571,?,?,1.8,27.0,67.0,15.0,1
8.0,?,136.0,2.125,0.353,?,2.0,48.0,109.0,24.0,1
8.0,?,64.0,?,0.2339999999999999,0.3279999999999999,5.0,15.0,21.0,?,1
10.0,21.0,?,2.1,0.457,?,2.91,96.0,196.0,33.0,1
?,?,?,?,?,0.888,2.99,445.0,1092.0,149.0,1
84.0,?,84.0,0.012,?,1.0,84.0,84.0,84.0,?,0
11.0,21.0,?,1.909,?,0.58,?,?,?,?,1
10.0,271.0,2710.0,27.1,?,0.557,1.47,469.0,1510.0,318.0,1
?,179.0,1611.0,?,?,0.745,?,550.0,1200.0,229.0,1
?,342.0,?,?,?,?,30.27,?,5790.0,?,0
?,?,?,?,?,0.508,?,193.0,?,?,0
?,86.0,602.0,12.286,?,0.701,1.69,177.0,?,?,1
7.0,23.0,161.0,?,?,0.7829999999999999,1.45,?,126.0,38.0,1
?,101.0,?,10.1,?,0.855,?,446.0,?,?,1
?,?,?,6.75,0.275,?,1.37,?,?,87.0,1
?,131.0,?,?,0.246,?,?,258.0,?,?,1
?,?,1056.0,8.727,0.2769999999999999,?,1.83,292.0,718.0,?,1
9.0,11.0,?,?,0.3429999999999999,1.0,1.42,?,?,24.0,1
?,18.0,?,2.25,0.389,?,2.24,56.0,134.0,25.0,1
?,?,120.0,?,0.475,?,?,57.0,?,?,1
12.0,?,132.0,?,0.371,1.0,1.63,49.0,132.0,30.0,1
?,?,522.0,6.444,?,0.531,1.34,106.0,?,?,1
136.0,?,?,?,0.993,?,135.0,?,136.0,?,0
?,119.0,1190.0,?,?,0.81,?,?,?,169.0,1
9.0,?,207.0,?,?,1.0,1.51,62.0,207.0,?,1
6.0,14.0,84.0,?,?,0.905,?,?,?,21.0,1
?,?,?,21.889,0.2739999999999999,0.6990000000000001,?,?,1240.0,?,1
?,12.0,?,?,0.369,0.857,?,31.0,72.0,?,1
11.0,?,?,9.091,0.473,0.882,?,?,?,158.0,1
14.0,34.0,?,2.4290000000000003,0.2789999999999999,0.851,3.09,133.0,?,?,1
10.0,27.0,?,2.7,?,?,?,93.0,?,39.0,1
7.0,245.0,1715.0,35.0,?,?,?,246.0,1042.0,175.0,1
?,?,112.0,?,0.446,0.946,?,?,106.0,?,1
?,100.0,900.0,?,0.247,0.637,1.83,?,573.0,?,1
5.0,333.0,1665.0,?,0.374,?,36.65,623.0,?,17.0,0
7.0,?,?,4.2860000000000005,0.305,0.871,?,64.0,183.0,39.0,1
?,25.0,850.0,0.735,0.256,0.534,2.06,218.0,454.0,?,0
?,18.0,126.0,2.571,?,0.873,1.94,33.0,?,?,1
8.0,30.0,?,?,0.242,0.667,?,58.0,?,43.0,1
7.0,?,?,2.0,0.357,0.959,1.84,?,94.0,?,1
10.0,41.0,410.0,4.1,0.324,0.81,?,133.0,?,71.0,1
8.0,12.0,96.0,1.5,?,?,?,41.0,?,?,1
1.0,177.0,177.0,177.0,?,1.0,1.03,?,177.0,35.0,1
?,168.0,2016.0,?,0.255,0.7190000000000001,2.1,515.0,1449.0,?,1
?,?,720.0,11.25,?,?,1.54,149.0,?,?,1
10.0,84.0,840.0,8.4,?,0.8490000000000001,2.47,299.0,?,?,1
7.0,?,?,?,?,0.902,2.04,?,240.0,?,1
?,21.0,?,?,0.327,?,1.71,48.0,134.0,?,1
?,14.0,84.0,2.333,0.321,0.8809999999999999,?,?,74.0,?,1
10.0,?,?,?,?,0.855,6.5,130.0,?,20.0,1
11.0,25.0,275.0,2.273,?,0.909,2.11,?,?,47.0,1
8.0,44.0,352.0,5.5,0.455,?,3.2,?,?,?,1
10.0,?,?,25.1,0.141,0.621,1.23,?,?,287.0,1
10.0,54.0,?,?,?,0.622,3.14,?,?,65.0,1
?,262.0,2620.0,26.2,0.29,?,1.76,761.0,?,?,1
?,?,22.0,22.0,?,?,1.17,7.0,?,?,1
?,286.0,858.0,?,0.406,0.427,?,?,?,4.0,0
?,12.0,96.0,1.5,?,?,1.68,?,86.0,?,1
?,?,?,?,0.3429999999999999,?,3.4,?,62.0,10.0,1
8.0,?,424.0,?,?,0.981,1.54,?,?,?,1
11.0,?,2706.0,22.364,?,?,2.85,?,2071.0,?,1
?,?,19.0,?,?,1.0,4.0,12.0,?,?,0
8.0,?,?,13.5,?,?,?,253.0,?,150.0,1
8.0,15.0,120.0,?,?,?,1.88,45.0,102.0,24.0,1
?,13.0,91.0,1.857,?,0.934,?,?,?,?,1
?,82.0,?,9.111,0.374,?,2.3,?,639.0,120.0,1
5.0,11.0,55.0,?,0.364,?,?,?,?,?,1
?,140.0,980.0,?,?,?,1.28,128.0,?,?,1
6.0,32.0,?,?,0.365,0.958,1.67,70.0,184.0,42.0,1
?,?,?,2.0,?,?,1.67,?,?,?,1
?,4.0,?,0.5710000000000001,0.286,0.357,8.0,?,10.0,1.0,1
?,12.0,?,1.2,?,1.0,?,?,?,28.0,1
?,?,2412.0,29.778,0.183,?,?,?,1654.0,341.0,1
11.0,?,?,?,0.283,0.84,?,143.0,?,?,1
?,268.0,2680.0,?,0.395,?,?,1058.0,1581.0,?,1
7.0,?,91.0,1.857,?,0.934,1.65,28.0,?,?,1
?,?,1850.0,18.5,?,0.688,?,?,?,237.0,1
23.0,120.0,?,5.2170000000000005,?,1.0,17.44,?,2760.0,149.0,1
?,?,234.0,6.5,?,0.927,1.77,?,217.0,?,1
10.0,35.0,?,3.5,0.38,0.8290000000000001,?,?,290.0,66.0,1
?,7.0,42.0,1.167,?,0.7859999999999999,1.83,11.0,?,6.0,1
7.0,65.0,?,?,0.284,0.846,?,129.0,?,82.0,1
2.0,22.0,44.0,11.0,0.75,?,?,?,?,?,0
?,?,?,1.125,0.361,?,1.73,26.0,?,15.0,1
?,?,224.0,3.5,?,0.835,3.14,69.0,?,?,1
10.0,?,?,?,0.0969999999999999,0.3879999999999999,?,?,?,401.0,1
8.0,?,?,2.0,0.4379999999999999,0.8909999999999999,2.67,56.0,114.0,?,1
8.0,80.0,?,?,?,?,1.72,191.0,565.0,111.0,1
8.0,?,?,0.75,?,?,?,24.0,?,?,1
?,?,?,2.3,0.3429999999999999,?,?,79.0,182.0,?,1
10.0,?,490.0,?,?,0.943,3.07,270.0,462.0,88.0,1
5.0,?,20.0,0.8,0.5,?,10.0,?,?,?,1
?,13.0,65.0,?,?,0.831,?,20.0,?,?,1
?,63.0,693.0,5.727,?,?,?,?,557.0,93.0,1
9.0,?,306.0,?,0.225,?,?,?,231.0,?,1
?,11.0,55.0,2.2,?,0.8909999999999999,?,?,49.0,14.0,1
?,17.0,85.0,?,0.412,0.941,1.75,?,?,20.0,1
16.0,376.0,?,23.5,?,0.58,5.57,2232.0,?,401.0,1
?,?,6288.0,24.563,0.341,0.653,?,2145.0,?,418.0,1
17.0,96.0,1632.0,?,?,?,?,597.0,1101.0,?,1
11.0,101.0,1111.0,?,0.253,0.77,?,281.0,?,164.0,1
9.0,?,1629.0,?,0.361,?,?,?,?,213.0,1
9.0,?,?,4.111000000000001,0.381,0.8079999999999999,?,?,?,?,1
?,12.0,?,?,?,1.0,1.78,48.0,108.0,27.0,1
13.0,?,?,?,0.2339999999999999,0.286,10.86,?,93.0,?,1
?,?,?,?,?,0.723,?,?,?,?,1
?,?,?,?,?,?,4.33,?,?,3.0,1
28.0,?,?,10.036,0.318,0.551,4.72,2502.0,4339.0,530.0,1
9.0,83.0,?,?,0.376,0.687,2.49,281.0,513.0,113.0,1
12.0,278.0,3336.0,?,?,?,?,366.0,?,?,0
7.0,20.0,?,?,?,?,?,?,137.0,38.0,1
?,?,860.0,8.6,?,?,1.85,?,?,151.0,1
?,?,192.0,3.0,0.318,0.688,?,?,?,?,1
?,?,325.0,1.923,?,0.68,?,114.0,?,?,1
?,4.0,?,?,?,0.7,2.67,?,?,?,1
?,97.0,970.0,?,?,?,?,410.0,?,165.0,1
?,18.0,?,?,?,?,1.39,?,?,28.0,1
5.0,5.0,25.0,?,0.52,?,?,?,25.0,6.0,1
7.0,22.0,154.0,3.143,?,?,?,38.0,110.0,31.0,1
10.0,?,?,?,?,?,?,?,56.0,?,1
?,40.0,?,?,0.875,1.0,11.67,?,40.0,3.0,0
5.0,?,?,?,?,?,1.46,?,58.0,13.0,1
10.0,?,?,23.6,0.183,?,1.31,?,1349.0,?,1
10.0,83.0,?,8.3,?,0.8270000000000001,?,221.0,686.0,?,1
14.0,?,?,29.286,0.241,0.5920000000000001,?,1382.0,?,?,1
7.0,?,?,?,0.406,?,1.69,54.0,?,32.0,1
?,?,48.0,0.75,?,0.792,?,?,38.0,5.0,1
8.0,10.0,?,?,?,?,?,?,68.0,?,1
1.0,184.0,?,184.0,?,?,44.5,?,?,4.0,0
11.0,22.0,242.0,?,0.649,?,?,?,205.0,18.0,1
?,?,4824.0,?,?,?,?,913.0,?,662.0,1
?,?,70.0,2.8,0.3289999999999999,?,?,23.0,35.0,9.0,1
7.0,?,77.0,1.571,0.364,0.909,?,?,?,16.0,1
5.0,?,?,?,0.9,?,?,9.0,?,1.0,0
?,45.0,315.0,6.428999999999999,?,?,?,?,?,33.0,1
?,?,6696.0,?,?,?,?,2126.0,?,292.0,1
1.0,8.0,8.0,8.0,?,1.0,?,8.0,?,?,0
10.0,41.0,410.0,4.1,0.312,?,?,128.0,301.0,?,1
11.0,70.0,?,?,?,0.639,3.53,293.0,492.0,83.0,1
8.0,210.0,1680.0,?,?,0.483,?,299.0,811.0,?,1
8.0,?,?,10.125,?,?,?,143.0,383.0,?,1
?,314.0,2826.0,34.889,?,?,?,440.0,1659.0,352.0,1
9.0,16.0,?,?,?,0.917,?,?,?,?,1
9.0,151.0,?,?,0.184,0.5,?,?,?,?,1
11.0,25.0,?,2.273,0.327,0.84,1.96,?,231.0,?,1
?,31.0,217.0,4.428999999999999,?,0.682,1.56,61.0,?,?,1
?,97.0,1067.0,8.818,0.297,?,?,?,711.0,?,1
?,154.0,?,?,0.423,0.7040000000000001,5.84,?,?,?,1
2.0,?,28.0,?,0.3929999999999999,?,3.67,11.0,15.0,?,1
?,?,?,?,0.295,0.68,?,118.0,272.0,62.0,1
6.0,20.0,?,3.333,?,?,1.21,40.0,113.0,?,1
?,37.0,?,3.364,0.371,?,2.01,?,366.0,75.0,1
6.0,58.0,348.0,9.667,0.276,0.7440000000000001,?,?,?,?,1
8.0,?,208.0,3.25,?,0.62,?,55.0,?,38.0,1
6.0,82.0,?,13.667,0.104,?,?,51.0,149.0,39.0,1
?,?,3252.0,22.583,0.248,0.5589999999999999,?,?,?,433.0,1
8.0,7.0,56.0,?,?,?,?,?,53.0,10.0,1
?,?,63.0,63.0,?,?,63.0,63.0,63.0,?,0
9.0,37.0,?,?,0.526,?,?,?,?,55.0,1
?,?,10.0,?,?,1.0,10.0,?,10.0,1.0,0
?,?,3458.0,20.462,0.3979999999999999,0.579,?,?,2003.0,286.0,1
7.0,?,?,0.857,?,?,2.56,?,?,9.0,1
7.0,100.0,?,14.286,0.294,0.633,1.67,?,443.0,?,1
10.0,18.0,180.0,?,?,?,2.97,?,?,?,1
7.0,?,28.0,?,?,1.0,?,?,28.0,?,1
?,?,?,1.4,?,1.0,?,24.0,35.0,8.0,1
?,55.0,385.0,?,?,?,?,?,316.0,69.0,1
1.0,10.0,10.0,10.0,0.8,1.0,?,?,?,2.0,0
7.0,13.0,91.0,?,?,?,1.17,?,?,23.0,1
?,27.0,216.0,3.375,?,?,?,47.0,?,22.0,1
8.0,16.0,128.0,?,0.3279999999999999,?,1.91,42.0,123.0,?,1
?,?,?,1.0,?,0.556,3.67,?,20.0,3.0,1
7.0,5.0,?,?,0.257,1.0,1.13,?,35.0,8.0,1
7.0,20.0,?,2.857,0.307,0.85,?,43.0,119.0,29.0,1
?,?,?,5.778,0.306,0.718,1.66,143.0,336.0,86.0,1
7.0,?,847.0,?,0.305,?,1.79,?,?,144.0,1
8.0,42.0,?,?,0.259,0.7559999999999999,1.74,87.0,?,50.0,1
11.0,71.0,781.0,6.455,?,0.95,7.0,?,?,?,1
?,41.0,328.0,5.125,?,0.933,2.08,?,?,?,1
?,?,480.0,?,0.335,?,1.85,161.0,439.0,87.0,1
?,?,?,?,?,?,?,?,457.0,116.0,1
8.0,10.0,80.0,?,0.475,0.888,2.92,38.0,?,?,1
?,21.0,147.0,3.0,0.293,0.81,1.34,?,119.0,32.0,1
8.0,?,?,3.375,0.282,?,1.36,?,?,?,1
11.0,84.0,?,?,?,?,?,242.0,?,143.0,1
6.0,8.0,48.0,1.3330000000000002,?,?,2.44,22.0,35.0,9.0,1
?,271.0,2439.0,?,0.292,?,1.9,712.0,?,374.0,1
8.0,?,136.0,2.125,0.346,?,2.47,47.0,?,?,1
?,8.0,?,?,?,?,21.0,42.0,70.0,2.0,1
?,76.0,?,8.443999999999999,0.436,?,2.37,?,653.0,?,1
8.0,?,792.0,?,0.211,?,1.48,167.0,702.0,113.0,1
?,?,?,1.0,0.528,?,3.17,?,?,6.0,1
7.0,41.0,287.0,?,0.355,?,?,102.0,?,55.0,1
12.0,414.0,4968.0,?,?,?,?,?,?,?,1
?,8.0,48.0,?,?,0.917,?,?,?,?,1
7.0,14.0,?,?,0.296,0.7859999999999999,2.9,?,?,?,1
5.0,43.0,?,8.6,?,1.0,1.42,?,?,69.0,1
10.0,?,?,2.2,?,0.614,2.44,83.0,135.0,?,1
2.0,20.0,?,?,0.675,0.675,27.0,?,27.0,1.0,0
10.0,?,340.0,?,0.421,0.906,2.01,143.0,?,?,1
?,?,?,3.556,?,0.993,?,?,?,69.0,1
?,35.0,35.0,?,?,?,10.0,?,?,?,0
16.0,?,?,24.938,?,?,5.34,?,?,?,1
?,?,448.0,9.143,?,?,?,?,408.0,76.0,1
?,10.0,100.0,?,?,0.46,?,?,46.0,1.0,1
?,?,?,?,0.37,?,2.41,?,136.0,?,1
6.0,14.0,?,?,?,?,?,48.0,?,20.0,1
1.0,57.0,?,57.0,0.456,1.0,3.71,?,57.0,7.0,0
9.0,6.0,?,?,0.407,?,5.5,?,28.0,4.0,0
?,262.0,?,?,?,?,1.36,?,?,?,1
?,152.0,?,15.2,?,?,2.17,452.0,1182.0,208.0,1
?,?,?,4.833,0.293,0.92,?,?,160.0,34.0,1
7.0,?,?,1.143,0.161,0.518,?,9.0,?,?,1
7.0,?,182.0,?,?,1.0,2.0,?,182.0,?,1
8.0,46.0,?,?,?,0.957,1.79,131.0,?,?,1
9.0,?,3168.0,?,0.205,?,1.34,651.0,2193.0,?,1
?,17.0,68.0,?,0.309,0.5589999999999999,3.5,?,38.0,?,1
?,?,280.0,5.714,?,0.939,?,87.0,?,61.0,1
7.0,205.0,?,29.286,0.109,0.573,?,156.0,?,?,1
1.0,13.0,?,?,1.0,1.0,?,?,13.0,?,0
?,33.0,330.0,3.3,?,0.8390000000000001,?,93.0,277.0,?,1
?,?,?,0.875,0.411,?,?,?,?,11.0,1
?,32.0,?,1.103,0.476,?,7.25,442.0,668.0,61.0,0
?,106.0,?,106.0,0.434,1.0,1.02,46.0,?,?,0
9.0,21.0,189.0,2.333,0.354,?,?,67.0,166.0,25.0,1
?,40.0,?,4.444,0.494,?,2.92,178.0,333.0,?,1
8.0,?,144.0,?,?,?,?,?,?,13.0,1
?,83.0,?,10.375,0.357,?,1.98,237.0,650.0,120.0,1
?,70.0,?,1.795,?,?,7.0,245.0,?,?,0
?,?,?,2.5,0.525,?,3.5,?,150.0,?,1
?,?,2403.0,29.667,0.131,?,?,315.0,?,234.0,1
8.0,?,360.0,5.625,0.297,?,?,107.0,?,?,1
?,197.0,?,?,?,0.7509999999999999,1.87,?,1479.0,258.0,1
?,11.0,121.0,?,0.4379999999999999,?,?,?,105.0,?,1
10.0,?,2720.0,27.2,?,0.772,1.43,?,2101.0,?,1
8.0,16.0,128.0,2.0,0.3279999999999999,?,1.91,?,?,22.0,1
7.0,?,?,?,0.434,1.0,1.81,76.0,175.0,42.0,1
?,35.0,350.0,?,0.337,?,?,118.0,?,?,1
?,?,?,1.6,0.43,0.555,?,275.0,?,?,1
8.0,23.0,184.0,?,?,1.0,?,85.0,?,45.0,1
10.0,?,?,?,0.303,0.708,?,224.0,?,?,1
?,536.0,1072.0,?,0.537,?,?,576.0,?,24.0,0
10.0,78.0,780.0,7.8,?,?,?,?,?,118.0,1
?,?,?,?,?,?,?,?,?,1634.0,0
7.0,9.0,?,?,0.302,0.841,?,19.0,?,?,1
?,14.0,?,14.0,?,1.0,4.5,?,?,2.0,0
?,?,?,1.5,?,1.0,?,41.0,?,25.0,1
7.0,?,?,3.857,?,?,1.44,49.0,130.0,?,1
