height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,outcome
2.0,20.0,40.0,?,0.775,0.85,31.0,?,34.0,1.0,0
9.0,181.0,?,20.111,0.217,0.6609999999999999,1.66,354.0,1077.0,213.0,1
12.0,83.0,996.0,6.917000000000002,0.301,0.8140000000000001,1.99,300.0,811.0,151.0,1
?,9.0,18.0,4.5,0.556,0.556,10.0,10.0,?,1.0,0
6.0,30.0,180.0,5.0,0.45,0.833,3.12,81.0,150.0,26.0,1
?,34.0,340.0,?,0.388,0.8909999999999999,2.1,?,303.0,63.0,1
10.0,26.0,260.0,2.6,0.354,0.769,2.09,92.0,200.0,44.0,1
9.0,64.0,576.0,7.1110000000000015,0.318,0.818,2.18,183.0,471.0,84.0,1
25.0,115.0,2875.0,4.6,0.29600000000000004,0.65,2.56,?,1868.0,333.0,1
7.0,33.0,231.0,4.714,0.299,0.848,1.44,69.0,196.0,48.0,1
6.0,85.0,510.0,14.167,0.239,0.725,1.42,122.0,?,?,1
7.0,8.0,56.0,1.143,0.321,0.7859999999999999,1.38,18.0,44.0,13.0,1
?,25.0,175.0,3.571,0.331,0.8909999999999999,1.41,58.0,156.0,41.0,1
11.0,303.0,3333.0,27.545,0.151,0.2,?,502.0,666.0,67.0,1
67.0,296.0,19832.0,4.418,0.08800000000000001,?,?,1748.0,?,1134.0,1
7.0,11.0,77.0,1.571,0.455,0.974,?,35.0,75.0,20.0,1
9.0,6.0,?,0.667,0.37,0.907,2.5,?,49.0,8.0,1
9.0,321.0,2889.0,35.667,0.154,0.5529999999999999,1.32,446.0,1597.0,339.0,1
8.0,18.0,?,2.25,0.403,1.0,1.61,58.0,144.0,36.0,1
10.0,292.0,?,29.2,0.203,0.649,?,594.0,1896.0,397.0,1
8.0,16.0,128.0,2.0,0.422,0.852,1.8,54.0,109.0,30.0,1
4.0,14.0,56.0,3.5,0.268,?,1.67,15.0,41.0,9.0,1
9.0,122.0,?,13.556,?,0.961,2.73,?,1055.0,152.0,1
1.0,117.0,117.0,117.0,0.393,1.0,5.75,46.0,117.0,8.0,0
10.0,?,350.0,?,0.337,0.711,2.62,118.0,249.0,45.0,1
5.0,27.0,135.0,5.4,0.407,0.815,2.12,55.0,?,?,1
6.0,57.0,342.0,9.5,0.453,0.906,2.46,155.0,310.0,63.0,1
9.0,250.0,?,27.778,0.34700000000000003,?,2.44,781.0,1659.0,320.0,1
2.0,46.0,92.0,23.0,0.5870000000000001,0.7609999999999999,18.0,54.0,70.0,3.0,0
9.0,17.0,?,1.889,0.307,0.987,1.38,47.0,151.0,34.0,1
8.0,346.0,2768.0,43.25,0.166,0.66,1.35,459.0,1828.0,339.0,1
8.0,135.0,1080.0,16.875,0.077,0.294,1.54,83.0,317.0,54.0,1
10.0,121.0,1210.0,12.1,0.415,0.879,2.61,502.0,1063.0,192.0,1
9.0,51.0,459.0,5.667000000000002,0.29600000000000004,0.7859999999999999,2.34,136.0,361.0,58.0,1
?,?,368.0,5.75,0.34,0.611,1.79,125.0,225.0,70.0,1
11.0,233.0,2563.0,21.182,0.245,0.677,?,629.0,1734.0,349.0,1
9.0,151.0,1359.0,16.778,0.185,0.5660000000000001,1.39,251.0,769.0,181.0,1
16.0,183.0,2928.0,11.438,0.413,0.787,4.81,1208.0,2305.0,251.0,1
8.0,113.0,904.0,14.125,0.21,0.759,1.41,190.0,686.0,135.0,1
11.0,132.0,1452.0,12.0,0.189,0.44,2.04,274.0,639.0,134.0,1
11.0,38.0,418.0,3.455,0.328,0.852,1.96,137.0,356.0,70.0,1
8.0,61.0,488.0,7.625,0.342,0.875,1.94,167.0,427.0,86.0,1
5.0,14.0,70.0,2.8,0.257,0.8140000000000001,3.6,18.0,57.0,5.0,1
7.0,11.0,77.0,1.571,0.14300000000000002,0.5579999999999999,1.57,11.0,43.0,7.0,1
5.0,?,70.0,2.8,0.414,?,1.38,29.0,66.0,21.0,1
9.0,155.0,1395.0,17.222,0.366,0.723,2.54,511.0,1008.0,201.0,1
?,35.0,?,3.889,0.381,0.8059999999999999,2.14,120.0,254.0,?,1
7.0,30.0,210.0,4.2860000000000005,?,0.79,1.54,74.0,166.0,48.0,1
1.0,94.0,94.0,94.0,0.564,1.0,3.31,53.0,?,?,0
4.0,99.0,396.0,24.75,0.503,0.942,2.4,199.0,373.0,83.0,1
7.0,18.0,126.0,?,0.397,0.984,1.79,50.0,124.0,28.0,1
8.0,15.0,120.0,1.875,0.317,0.742,2.0,38.0,?,19.0,1
7.0,4.0,28.0,?,0.393,0.679,3.67,11.0,19.0,3.0,1
5.0,17.0,85.0,3.4,0.376,0.741,2.91,32.0,63.0,11.0,1
?,62.0,372.0,?,0.234,0.852,1.36,87.0,317.0,64.0,1
17.0,9.0,?,0.529,0.209,0.4970000000000001,1.88,?,76.0,17.0,0
6.0,96.0,576.0,16.0,0.234,0.6679999999999999,2.01,135.0,385.0,67.0,1
?,37.0,333.0,4.1110000000000015,?,?,3.49,199.0,?,57.0,1
?,15.0,?,?,0.425,0.925,1.96,51.0,?,?,1
6.0,28.0,168.0,4.667,0.149,0.375,1.47,25.0,63.0,17.0,1
8.0,21.0,?,2.625,0.435,0.917,2.35,73.0,154.0,31.0,1
7.0,45.0,315.0,6.4289999999999985,0.238,0.67,1.15,75.0,211.0,65.0,1
6.0,96.0,576.0,16.0,0.238,0.778,?,137.0,?,99.0,1
14.0,273.0,3822.0,19.5,0.373,0.701,4.59,1424.0,2681.0,310.0,1
8.0,21.0,168.0,2.625,0.31,0.7440000000000001,1.68,?,125.0,31.0,1
8.0,10.0,80.0,1.25,0.425,0.925,2.13,34.0,74.0,16.0,1
?,19.0,133.0,2.714,0.28600000000000003,0.632,?,38.0,84.0,23.0,1
7.0,14.0,98.0,?,0.327,0.99,2.67,32.0,97.0,12.0,1
9.0,535.0,4815.0,59.444,0.173,0.667,1.36,832.0,?,613.0,1
10.0,51.0,510.0,5.1,0.28,0.8140000000000001,1.66,143.0,415.0,86.0,1
?,62.0,682.0,5.636,0.218,0.705,1.62,149.0,481.0,92.0,1
9.0,56.0,504.0,6.222,0.21,0.603,1.26,?,304.0,84.0,1
11.0,183.0,2013.0,16.636,0.465,?,4.53,937.0,1693.0,207.0,1
9.0,93.0,837.0,10.333,0.259,0.895,1.74,217.0,749.0,125.0,1
9.0,49.0,441.0,5.444,0.265,0.653,1.36,117.0,288.0,86.0,1
8.0,13.0,104.0,1.625,0.423,?,1.76,44.0,103.0,25.0,1
83.0,277.0,22991.0,3.337,?,?,?,4138.0,?,?,0
?,1.0,25.0,0.04,1.0,1.0,25.0,25.0,25.0,1.0,0
24.0,135.0,3240.0,5.625,?,0.966,18.69,2953.0,?,?,1
9.0,175.0,1575.0,19.444000000000006,0.177,0.624,1.26,279.0,983.0,222.0,1
5.0,38.0,190.0,7.6,0.426,0.989,?,81.0,188.0,57.0,1
10.0,40.0,400.0,?,0.338,0.878,1.9,135.0,351.0,71.0,1
7.0,?,77.0,1.571,0.403,0.974,1.48,31.0,75.0,21.0,1
7.0,96.0,672.0,13.714,0.314,0.988,1.77,211.0,664.0,119.0,1
13.0,228.0,2964.0,17.538,0.24,0.933,3.02,?,2765.0,235.0,1
9.0,17.0,153.0,1.889,0.183,0.529,1.75,28.0,81.0,16.0,1
9.0,45.0,405.0,5.0,0.442,0.956,3.31,179.0,387.0,54.0,1
8.0,84.0,672.0,10.5,0.36,0.954,1.94,242.0,641.0,125.0,1
8.0,22.0,?,2.75,0.403,1.0,2.03,71.0,176.0,35.0,1
8.0,5.0,40.0,0.625,0.425,1.0,1.55,17.0,40.0,11.0,1
9.0,105.0,945.0,11.667,0.334,0.8690000000000001,2.19,316.0,?,144.0,1
10.0,159.0,1590.0,15.9,0.377,?,3.13,600.0,1213.0,?,1
8.0,71.0,?,8.875,0.289,0.574,1.64,164.0,326.0,100.0,1
9.0,28.0,252.0,3.111,0.25,0.77,1.47,63.0,194.0,43.0,1
2.0,157.0,314.0,78.5,0.506,0.551,26.5,159.0,173.0,6.0,0
8.0,11.0,88.0,1.375,0.25,0.83,1.29,22.0,73.0,17.0,1
10.0,9.0,90.0,0.9,0.522,0.6559999999999999,9.4,47.0,59.0,5.0,1
6.0,71.0,426.0,?,0.329,0.958,1.57,140.0,?,89.0,1
8.0,31.0,248.0,3.875,0.411,0.742,2.04,102.0,184.0,?,1
6.0,18.0,?,3.0,0.343,0.926,1.76,37.0,100.0,21.0,1
?,26.0,130.0,5.2,0.4920000000000001,0.785,2.37,64.0,102.0,27.0,1
7.0,11.0,77.0,1.571,0.364,0.922,1.75,28.0,71.0,16.0,1
?,27.0,216.0,3.375,0.208,0.852,1.45,45.0,184.0,31.0,1
6.0,263.0,1578.0,43.833,0.124,0.66,1.11,196.0,1041.0,177.0,1
7.0,164.0,1148.0,23.429,0.281,0.838,1.6,323.0,962.0,?,1
24.0,170.0,4080.0,7.082999999999998,0.931,0.999,17.04,3799.0,4075.0,?,1
7.0,23.0,161.0,3.286,0.348,1.0,1.37,56.0,161.0,41.0,1
7.0,14.0,?,2.0,0.184,0.612,18.0,18.0,60.0,1.0,1
10.0,80.0,800.0,8.0,0.314,0.799,2.06,251.0,639.0,122.0,1
8.0,59.0,472.0,7.375,0.381,0.873,2.77,?,412.0,65.0,1
6.0,39.0,234.0,6.5,0.303,0.7390000000000001,1.58,71.0,173.0,45.0,1
11.0,?,275.0,2.273,0.276,0.629,1.9,76.0,173.0,40.0,1
12.0,261.0,3132.0,21.75,0.223,0.578,1.92,698.0,1810.0,364.0,1
7.0,92.0,644.0,13.143,0.309,0.8959999999999999,1.88,199.0,577.0,106.0,1
2.0,537.0,?,268.5,0.523,0.5670000000000001,62.44,562.0,?,9.0,0
11.0,33.0,363.0,3.0,0.295,0.6940000000000001,1.98,107.0,252.0,54.0,1
8.0,52.0,416.0,6.5,?,0.921,?,187.0,383.0,65.0,1
5.0,43.0,215.0,8.6,0.265,?,1.33,57.0,169.0,43.0,1
6.0,49.0,294.0,8.167,0.32,0.527,2.94,94.0,155.0,32.0,1
8.0,4.0,32.0,0.5,0.406,1.0,2.17,?,32.0,6.0,1
1.0,12.0,12.0,?,?,1.0,4.0,8.0,12.0,2.0,0
?,27.0,243.0,?,?,0.951,1.95,?,231.0,43.0,1
28.0,333.0,9324.0,11.893,0.35100000000000003,0.65,?,3270.0,6057.0,?,1
?,?,360.0,3.6,0.264,0.711,1.86,95.0,256.0,51.0,1
8.0,21.0,168.0,2.625,0.5479999999999999,1.0,3.54,92.0,168.0,26.0,1
1.0,257.0,257.0,257.0,1.0,1.0,257.0,257.0,?,1.0,0
8.0,63.0,504.0,7.875,0.256,0.6940000000000001,1.52,129.0,350.0,85.0,1
8.0,35.0,280.0,4.375,0.393,0.918,1.96,110.0,257.0,56.0,1
11.0,64.0,704.0,5.818,0.25,0.597,2.0,176.0,?,?,1
10.0,240.0,2400.0,24.0,?,0.821,2.75,919.0,1971.0,334.0,1
2.0,475.0,?,237.5,0.504,0.544,95.8,?,517.0,5.0,0
10.0,12.0,120.0,1.2,0.208,0.583,1.67,25.0,70.0,15.0,0
8.0,6.0,48.0,0.75,0.5,0.8540000000000001,3.0,24.0,41.0,8.0,1
?,275.0,2200.0,34.375,0.209,0.737,1.31,460.0,1621.0,351.0,1
16.0,424.0,6784.0,26.5,?,?,5.16,2518.0,4879.0,488.0,1
2.0,19.0,38.0,9.5,0.184,0.5529999999999999,3.5,7.0,21.0,2.0,1
10.0,212.0,2120.0,21.2,0.24,?,1.85,?,1293.0,274.0,1
11.0,245.0,2695.0,22.273000000000003,0.252,0.8290000000000001,1.86,?,2235.0,365.0,1
?,70.0,70.0,70.0,1.0,1.0,70.0,70.0,70.0,1.0,0
11.0,127.0,1397.0,11.545,0.266,0.6859999999999999,2.23,371.0,959.0,?,1
6.0,7.0,42.0,1.167,0.405,0.833,1.89,17.0,35.0,9.0,1
14.0,5.0,?,0.35700000000000004,0.443,0.514,6.2,31.0,36.0,?,1
12.0,72.0,864.0,6.0,0.615,0.862,6.4,531.0,745.0,?,1
9.0,?,801.0,?,0.3,?,2.18,240.0,448.0,110.0,1
?,17.0,102.0,2.833,0.245,0.598,1.56,25.0,61.0,16.0,1
25.0,292.0,7300.0,11.68,0.45,?,?,3283.0,6670.0,?,1
11.0,101.0,1111.0,9.182,0.264,0.852,1.65,293.0,947.0,178.0,1
4.0,4.0,16.0,1.0,0.5,0.5,?,8.0,8.0,1.0,1
8.0,29.0,?,3.625,0.444,1.0,2.15,103.0,232.0,48.0,1
14.0,?,266.0,1.357,0.113,0.504,30.0,30.0,134.0,1.0,0
4.0,114.0,456.0,28.5,0.393,0.978,1.83,179.0,446.0,98.0,1
?,13.0,78.0,?,0.128,?,1.67,10.0,45.0,6.0,1
6.0,11.0,66.0,1.833,0.318,0.7120000000000001,1.31,21.0,47.0,16.0,1
?,126.0,?,?,0.456,0.875,2.98,575.0,1103.0,193.0,1
9.0,32.0,288.0,3.556,0.302,0.7809999999999999,2.07,87.0,?,42.0,1
9.0,299.0,2691.0,?,0.133,0.574,1.31,358.0,1545.0,274.0,1
10.0,80.0,800.0,8.0,0.308,0.838,2.02,246.0,?,122.0,1
?,28.0,336.0,2.333,?,0.5920000000000001,3.07,89.0,199.0,29.0,1
8.0,75.0,600.0,?,0.375,0.86,2.05,225.0,516.0,110.0,1
10.0,36.0,?,3.6,0.35600000000000004,?,2.33,128.0,242.0,55.0,1
7.0,9.0,63.0,1.286,0.349,0.905,2.2,22.0,57.0,10.0,1
54.0,48.0,2592.0,0.889,0.14300000000000002,0.264,6.85,370.0,685.0,54.0,0
11.0,74.0,814.0,?,0.267,0.628,2.21,217.0,511.0,98.0,1
11.0,49.0,539.0,4.455,0.343,0.6659999999999999,4.3,185.0,359.0,43.0,1
1.0,413.0,413.0,413.0,0.998,1.0,412.0,412.0,413.0,1.0,0
6.0,44.0,264.0,7.332999999999998,0.265,0.8109999999999999,1.23,70.0,214.0,57.0,1
13.0,191.0,2483.0,14.692,0.406,0.617,4.71,?,1532.0,214.0,1
5.0,2.0,10.0,0.4,0.7,0.7,7.0,?,7.0,1.0,1
13.0,6.0,78.0,0.462,0.436,0.449,34.0,?,35.0,1.0,1
10.0,61.0,610.0,6.1,0.29,0.657,2.16,177.0,401.0,82.0,1
8.0,532.0,4256.0,66.5,0.192,0.72,?,816.0,3066.0,?,1
?,9.0,72.0,?,0.458,0.986,2.2,33.0,71.0,15.0,1
?,48.0,48.0,48.0,0.875,1.0,10.5,42.0,48.0,4.0,0
1.0,87.0,87.0,?,0.92,1.0,16.0,80.0,87.0,5.0,0
12.0,146.0,1752.0,12.167,0.091,0.128,26.67,160.0,225.0,6.0,0
6.0,?,48.0,1.3330000000000002,0.417,1.0,2.86,20.0,48.0,7.0,1
?,?,56.0,1.143,0.28600000000000003,0.732,1.78,16.0,41.0,9.0,1
22.0,1.0,22.0,0.045,1.0,?,22.0,22.0,22.0,1.0,0
10.0,19.0,190.0,?,0.563,0.8370000000000001,8.23,107.0,159.0,13.0,1
1.0,29.0,29.0,29.0,0.931,1.0,13.5,27.0,29.0,2.0,0
8.0,30.0,240.0,3.75,?,0.8959999999999999,?,82.0,215.0,41.0,1
10.0,?,570.0,5.7,0.556,0.7190000000000001,5.2,317.0,410.0,61.0,1
8.0,46.0,368.0,5.75,0.391,0.951,1.85,144.0,350.0,78.0,1
3.0,183.0,549.0,61.0,0.488,?,29.78,268.0,317.0,9.0,0
13.0,147.0,1911.0,11.308,0.358,0.703,3.6,684.0,1343.0,190.0,1
8.0,?,184.0,2.875,0.239,0.5539999999999999,1.76,44.0,102.0,25.0,1
7.0,19.0,133.0,2.714,0.451,?,2.73,60.0,129.0,22.0,1
48.0,402.0,19296.0,8.375,0.055,0.094,?,1058.0,1814.0,256.0,0
16.0,341.0,5456.0,21.313,?,0.7240000000000001,?,2060.0,3949.0,394.0,1
8.0,70.0,560.0,8.75,0.332,0.8959999999999999,1.66,?,502.0,112.0,1
7.0,97.0,679.0,13.857,?,0.7909999999999999,1.51,143.0,537.0,95.0,1
11.0,344.0,3784.0,31.273000000000003,0.446,0.7120000000000001,4.71,1686.0,2694.0,?,1
9.0,19.0,171.0,2.111,0.292,0.684,1.52,50.0,117.0,33.0,1
1.0,15.0,15.0,15.0,0.5329999999999999,1.0,2.0,?,15.0,4.0,0
9.0,180.0,1620.0,20.0,0.16,0.523,1.39,259.0,847.0,186.0,1
9.0,508.0,4572.0,56.444,0.16,0.52,1.3,732.0,2379.0,563.0,1
7.0,43.0,301.0,6.143,?,0.983,1.27,66.0,296.0,52.0,1
10.0,316.0,3160.0,31.6,0.366,0.6729999999999999,2.74,1158.0,?,422.0,1
1.0,35.0,35.0,35.0,0.2,1.0,1.17,7.0,35.0,6.0,1
7.0,34.0,238.0,4.857,0.252,1.0,1.43,60.0,238.0,42.0,1
9.0,43.0,387.0,4.7780000000000005,0.481,0.953,3.15,186.0,369.0,59.0,1
8.0,69.0,552.0,8.625,0.279,0.687,1.5,?,379.0,103.0,1
23.0,?,6233.0,11.783,0.126,?,?,786.0,2239.0,420.0,1
5.0,40.0,200.0,8.0,0.44,0.935,1.4,88.0,187.0,63.0,1
1.0,196.0,196.0,196.0,0.98,1.0,64.0,192.0,196.0,3.0,0
9.0,?,3267.0,40.333,0.128,0.532,1.28,417.0,1738.0,326.0,1
7.0,24.0,?,3.429,0.196,0.762,1.38,33.0,128.0,24.0,1
7.0,13.0,91.0,?,0.264,?,1.41,24.0,59.0,17.0,1
10.0,100.0,1000.0,10.0,0.436,0.91,2.53,436.0,910.0,172.0,1
8.0,46.0,368.0,5.75,0.348,0.918,1.97,?,338.0,65.0,1
6.0,?,78.0,2.167,0.333,0.846,1.37,?,66.0,19.0,1
14.0,185.0,2590.0,13.214,?,0.6509999999999999,2.27,657.0,1687.0,289.0,1
7.0,13.0,91.0,1.857,0.78,0.989,7.89,71.0,90.0,9.0,1
9.0,?,891.0,?,0.464,0.942,2.52,413.0,839.0,164.0,1
10.0,15.0,?,1.5,0.247,0.72,1.61,37.0,108.0,23.0,1
12.0,176.0,2112.0,14.667,0.302,?,2.61,637.0,?,244.0,1
10.0,251.0,2510.0,25.1,0.179,0.515,1.37,?,?,327.0,1
22.0,71.0,1562.0,3.227,0.536,0.8759999999999999,11.64,838.0,1368.0,?,1
2.0,17.0,34.0,8.5,0.324,1.0,2.75,11.0,34.0,4.0,1
9.0,?,?,3.333,0.27,0.7959999999999999,1.4,73.0,?,52.0,1
11.0,119.0,1309.0,10.818,0.236,0.747,?,309.0,978.0,177.0,1
13.0,487.0,6331.0,37.462,?,0.63,?,1564.0,3988.0,745.0,1
10.0,256.0,2560.0,25.6,0.363,0.765,2.84,928.0,1959.0,327.0,1
7.0,?,?,2.857,0.407,?,1.97,57.0,?,29.0,1
11.0,262.0,2882.0,23.818,0.238,0.57,1.84,685.0,1643.0,373.0,1
7.0,11.0,77.0,1.571,0.338,0.883,1.63,26.0,68.0,16.0,1
5.0,19.0,95.0,3.8,0.389,0.895,1.32,37.0,85.0,28.0,1
1.0,34.0,34.0,34.0,0.353,1.0,1.71,12.0,34.0,7.0,0
7.0,12.0,84.0,1.714,0.226,0.7859999999999999,1.9,19.0,66.0,10.0,1
9.0,36.0,?,4.0,?,0.92,6.42,212.0,298.0,33.0,1
6.0,96.0,576.0,16.0,0.262,0.8420000000000001,1.51,?,485.0,100.0,1
5.0,177.0,885.0,35.4,0.226,0.498,1.71,200.0,441.0,117.0,1
1.0,47.0,47.0,47.0,0.34,1.0,1.14,16.0,47.0,14.0,1
5.0,8.0,40.0,1.6,0.6,0.975,2.18,24.0,39.0,11.0,1
7.0,20.0,140.0,2.857,0.436,0.736,2.35,?,103.0,26.0,1
7.0,?,?,?,0.342,0.848,1.98,79.0,196.0,40.0,1
11.0,154.0,1694.0,14.0,0.187,?,1.94,317.0,884.0,163.0,1
9.0,127.0,1143.0,14.111,0.213,0.679,1.58,243.0,776.0,154.0,1
9.0,18.0,162.0,2.0,0.623,?,?,101.0,?,13.0,1
5.0,?,160.0,?,0.431,0.988,?,69.0,158.0,47.0,1
5.0,13.0,65.0,2.6,0.338,0.723,2.2,22.0,47.0,10.0,1
6.0,33.0,198.0,?,0.247,0.813,1.2,49.0,161.0,41.0,1
168.0,145.0,24360.0,0.863,?,?,13.06,19430.0,?,?,0
?,58.0,696.0,4.833,0.343,0.8029999999999999,3.85,239.0,559.0,62.0,1
10.0,19.0,?,1.9,0.3,0.905,1.68,57.0,172.0,34.0,1
15.0,67.0,1005.0,4.467,0.293,0.607,3.59,294.0,610.0,82.0,1
?,30.0,240.0,3.75,0.354,0.75,2.02,85.0,?,42.0,1
?,30.0,210.0,4.2860000000000005,0.324,0.948,1.55,68.0,199.0,?,1
9.0,28.0,252.0,3.111,0.258,0.607,1.51,65.0,153.0,43.0,1
1.0,27.0,27.0,27.0,0.593,1.0,4.0,?,27.0,4.0,1
10.0,8.0,80.0,0.8,0.675,1.0,9.0,54.0,80.0,6.0,1
?,26.0,286.0,?,0.262,0.804,1.79,75.0,230.0,42.0,1
6.0,15.0,90.0,2.5,0.244,0.733,2.2,22.0,66.0,10.0,1
9.0,85.0,?,9.444,?,0.846,2.32,302.0,647.0,130.0,1
38.0,?,2622.0,1.816,0.476,0.8390000000000001,4.27,1247.0,2201.0,292.0,1
10.0,16.0,160.0,1.6,0.375,0.769,2.14,60.0,123.0,28.0,1
6.0,9.0,54.0,1.5,0.35200000000000004,0.87,1.58,?,47.0,?,1
1.0,65.0,65.0,65.0,0.6459999999999999,1.0,3.0,42.0,65.0,14.0,0
?,12.0,72.0,2.0,0.375,0.944,1.5,27.0,68.0,18.0,1
10.0,20.0,200.0,2.0,?,0.87,2.14,?,174.0,36.0,1
9.0,37.0,333.0,4.1110000000000015,?,0.964,2.7,?,321.0,56.0,1
12.0,142.0,1704.0,?,0.337,0.759,3.04,575.0,1293.0,189.0,1
7.0,1.0,7.0,0.14300000000000002,1.0,1.0,7.0,7.0,7.0,1.0,0
4.0,47.0,188.0,11.75,?,0.7390000000000001,2.33,56.0,139.0,24.0,1
9.0,509.0,4581.0,56.556,0.096,0.379,1.34,439.0,1736.0,328.0,1
7.0,40.0,280.0,5.714,0.229,?,1.28,64.0,192.0,50.0,1
8.0,14.0,112.0,1.75,0.42,0.7859999999999999,1.88,47.0,88.0,25.0,1
7.0,45.0,315.0,6.4289999999999985,0.381,0.7709999999999999,2.22,?,243.0,54.0,1
1.0,18.0,18.0,?,?,1.0,3.5,7.0,18.0,2.0,1
25.0,187.0,4675.0,7.48,0.486,0.939,7.42,2272.0,4390.0,?,1
?,132.0,1188.0,14.667,?,0.693,1.34,199.0,823.0,149.0,1
9.0,87.0,783.0,9.667,0.444,0.962,2.37,348.0,753.0,147.0,1
6.0,12.0,?,2.0,0.319,1.0,1.53,23.0,72.0,15.0,1
2.0,176.0,352.0,88.0,0.528,0.605,31.0,186.0,213.0,6.0,0
9.0,20.0,180.0,2.222,0.261,0.556,2.35,47.0,100.0,20.0,1
14.0,192.0,2688.0,13.714,0.234,0.589,2.28,628.0,1584.0,275.0,1
8.0,240.0,1920.0,30.0,0.194,?,1.34,373.0,988.0,279.0,1
8.0,?,536.0,8.375,0.392,0.7240000000000001,2.31,210.0,388.0,91.0,1
5.0,69.0,345.0,?,0.249,0.632,1.51,86.0,218.0,57.0,1
11.0,99.0,1089.0,9.0,0.23,0.601,2.14,250.0,?,117.0,1
1.0,?,206.0,206.0,0.99,1.0,204.0,204.0,206.0,1.0,0
9.0,81.0,729.0,9.0,0.187,?,1.49,136.0,395.0,91.0,1
8.0,37.0,296.0,4.625,0.334,0.831,1.87,99.0,246.0,53.0,1
7.0,?,126.0,2.571,0.35700000000000004,0.865,2.14,45.0,109.0,21.0,1
10.0,271.0,2710.0,27.1,0.249,0.7040000000000001,1.89,675.0,1908.0,358.0,1
?,39.0,390.0,3.9,0.344,0.59,2.79,?,?,?,1
7.0,47.0,329.0,6.714,0.158,0.289,5.78,52.0,95.0,9.0,0
7.0,4.0,28.0,0.5710000000000001,0.321,1.0,3.0,9.0,28.0,3.0,1
13.0,38.0,494.0,2.923,0.332,0.935,4.0,164.0,462.0,41.0,1
?,114.0,?,16.285999999999998,0.253,0.741,1.77,202.0,591.0,114.0,1
87.0,116.0,10092.0,1.3330000000000002,?,?,104.95,4093.0,?,?,1
11.0,275.0,3025.0,25.0,0.287,?,2.83,868.0,1928.0,307.0,1
6.0,?,174.0,4.833,0.333,0.799,1.53,58.0,?,38.0,1
8.0,19.0,152.0,2.375,0.382,0.7240000000000001,1.93,58.0,110.0,30.0,1
5.0,20.0,100.0,4.0,0.17,0.48,?,17.0,48.0,11.0,1
8.0,?,408.0,6.375,0.306,0.637,1.95,125.0,260.0,64.0,1
?,8.0,56.0,?,0.375,0.964,1.62,21.0,54.0,13.0,1
10.0,16.0,160.0,1.6,0.425,0.794,7.56,?,127.0,9.0,1
9.0,?,378.0,4.667,0.344,?,2.13,130.0,352.0,61.0,1
7.0,?,434.0,8.857000000000003,0.392,?,1.87,170.0,378.0,91.0,1
1.0,278.0,278.0,278.0,0.946,1.0,29.22,263.0,278.0,9.0,0
7.0,190.0,1330.0,27.143,0.293,0.847,1.79,390.0,1126.0,218.0,1
8.0,107.0,856.0,13.375,0.384,0.86,2.12,329.0,736.0,155.0,1
7.0,4.0,28.0,0.5710000000000001,0.25,0.857,2.33,7.0,24.0,3.0,1
9.0,102.0,918.0,11.333,0.166,0.56,1.58,152.0,514.0,96.0,1
?,21.0,210.0,2.1,?,0.81,1.91,63.0,170.0,?,1
5.0,98.0,490.0,19.6,0.341,0.639,2.14,167.0,313.0,78.0,1
8.0,44.0,352.0,5.5,0.486,0.952,2.95,171.0,335.0,58.0,1
10.0,?,660.0,6.6,0.324,0.78,2.25,214.0,515.0,95.0,1
11.0,184.0,2024.0,16.727,0.484,0.884,4.6,979.0,1789.0,213.0,1
10.0,511.0,5110.0,?,?,0.542,?,721.0,?,?,1
8.0,33.0,264.0,?,0.424,0.867,2.24,112.0,229.0,50.0,1
13.0,498.0,6474.0,38.308,?,0.688,?,1820.0,?,?,1
8.0,19.0,152.0,2.375,0.395,0.7040000000000001,1.94,60.0,107.0,31.0,1
13.0,409.0,5317.0,31.462,0.267,0.5820000000000001,2.23,1421.0,3095.0,637.0,1
7.0,6.0,42.0,0.857,?,1.0,2.33,21.0,42.0,9.0,1
8.0,14.0,?,1.75,0.339,0.884,1.73,38.0,99.0,22.0,1
212.0,464.0,98368.0,2.189,?,?,?,5066.0,?,428.0,0
9.0,267.0,2403.0,29.667,0.16399999999999998,0.73,1.28,?,1754.0,307.0,1
10.0,174.0,1740.0,17.4,0.278,0.733,2.02,483.0,1276.0,239.0,1
7.0,25.0,175.0,?,0.349,0.737,2.26,?,129.0,27.0,1
8.0,34.0,272.0,4.25,0.419,0.7829999999999999,2.0,114.0,213.0,57.0,1
4.0,17.0,68.0,4.25,0.191,0.647,1.86,13.0,44.0,7.0,1
6.0,21.0,126.0,?,0.238,0.738,1.58,30.0,93.0,19.0,1
10.0,327.0,3270.0,32.7,?,0.767,2.75,1239.0,?,450.0,1
5.0,52.0,260.0,?,?,0.542,1.35,54.0,141.0,40.0,1
7.0,71.0,497.0,10.143,0.231,0.757,1.37,115.0,376.0,84.0,1
9.0,20.0,180.0,2.222,0.233,?,1.62,42.0,90.0,26.0,1
?,32.0,?,?,0.3670000000000001,0.688,2.47,94.0,176.0,38.0,1
9.0,47.0,423.0,5.222,0.385,0.917,2.51,163.0,388.0,65.0,1
12.0,117.0,1404.0,9.75,0.22,?,?,309.0,945.0,184.0,1
?,8.0,?,?,0.727,0.989,10.67,64.0,87.0,6.0,1
